,text,hex,h,l
431,DMC 920,#a74a37,0.02827380952380953,0.43529411764705883
432,DMC 921,#c06144,0.03897849462365591,0.5098039215686274
433,DMC 922,#d77a54,0.04834605597964379,0.5862745098039216
434,DMC 924,#425f6a,0.5458333333333334,0.33725490196078434
435,DMC 926,#7a9499,0.5268817204301074,0.5392156862745098
436,DMC 927,#a4b3b5,0.5196078431372552,0.6764705882352942
437,DMC 928,#bec6c8,0.5333333333333332,0.7647058823529411
438,DMC 930,#45657a,0.5660377358490567,0.37450980392156863
439,DMC 931,#64819b,0.5787878787878789,0.5
440,DMC 932,#90abbf,0.5709219858156028,0.6568627450980392
441,DMC 934,#424839,0.23333333333333325,0.2529411764705882
442,DMC 935,#474d3b,0.22222222222222218,0.26666666666666666
443,DMC 936,#5a593e,0.16071428571428567,0.2980392156862745
444,DMC 937,#656f43,0.2045454545454546,0.34901960784313724
445,DMC 938,#583d34,0.041666666666666685,0.27450980392156865
446,DMC 939,#222d41,0.6075268817204301,0.1941176470588235
447,DMC 943,#00a185,0.47101449275362317,0.3156862745098039
448,DMC 945,#e3c3af,0.06410256410256408,0.788235294117647
449,DMC 946,#e45536,0.02969348659003831,0.5529411764705883
450,DMC 947,#f35b2c,0.039363484087102184,0.5627450980392157
451,DMC 948,#ebd0c4,0.05128205128205126,0.8450980392156863
452,DMC 950,#e4c7b8,0.056818181818181816,0.807843137254902
453,DMC 951,#edcfbd,0.06249999999999997,0.8352941176470589
454,DMC 954,#95cca3,0.37575757575757573,0.692156862745098
455,DMC 955,#99c6a7,0.38518518518518524,0.6882352941176471
456,DMC 956,#ee6996,0.9436090225563909,0.6725490196078432
457,DMC 957,#f9a3be,0.9476744186046511,0.807843137254902
458,DMC 958,#55b2a7,0.4802867383512545,0.5156862745098039
459,DMC 959,#5db9b1,0.48550724637681164,0.5450980392156862
460,DMC 961,#d2698a,0.9476190476190477,0.6176470588235294
461,DMC 962,#d7889e,0.9535864978902955,0.6882352941176471
462,DMC 963,#f2cad3,0.9625,0.8705882352941177
463,DMC 964,#b4dfbc,0.3643410852713178,0.7901960784313726
464,DMC 966,#a4c6ad,0.37745098039215685,0.7098039215686275
465,DMC 967,#f7c4bc,0.02259887005649718,0.8529411764705883
466,DMC 970,#f8763e,0.050179211469534066,0.6078431372549019
467,DMC 972,#f69e18,0.10060060060060061,0.5294117647058824
468,DMC 973,#f4c521,0.12954186413902055,0.5431372549019609
469,DMC 975,#8e4d37,0.04214559386973179,0.3862745098039216
470,DMC 976,#cb7c45,0.06840796019900498,0.5333333333333333
471,DMC 977,#df9564,0.06639566395663958,0.6333333333333333
472,DMC 986,#44603b,0.2927927927927928,0.303921568627451
473,DMC 987,#627a4f,0.2596899224806201,0.3941176470588236
474,DMC 988,#7f925e,0.22756410256410256,0.47058823529411764
475,DMC 989,#8e9e6b,0.2189542483660131,0.5196078431372549
476,DMC 991,#09796b,0.4791666666666667,0.2549019607843137
477,DMC 992,#62a796,0.45893719806763283,0.5196078431372549
478,DMC 993,#7fb9ac,0.46264367816091967,0.611764705882353
479,DMC 995,#0086cf,0.5587761674718197,0.40588235294117647
480,DMC 996,#299ad9,0.5596590909090909,0.5058823529411764
481,DMC B5200,#eff0ff,0.65625,0.9686274509803922
482,DMC BLANC,#ecedf0,0.625,0.9333333333333333
483,DMC ECRU,#e7dccc,0.09876543209876545,0.8529411764705883
